SL. No,JOURNAL TITLE,SPECIMEN,SHAPE CODE,Boundary condition,Loading condition,Fy,Fu,E,ν,t,L,bw,bf1,bf2,bl1,bl2,q,r,HOLE SHAPE,l hole,h hole,r hole,Number Of Holes in Channel,Distance from top to centre of first hole Y,Distance from left  to centre of first hole X,Centre to centre distance between adjesent holes in X direction  Sx,Ultimate  Buckiling Strength (Mtest),Ultimate  Buckiling Strength (MFEM),Failure Mode,AISI,Eurocode 3,AS/NZS,y,y_from_fem,inconsistent_no_hole_metadata,inconsistent_sx_for_single_hole,geometry_signature,outlier_y_iqr
358,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,116,58,1,145,3000,,,17.44,Lateral-torsional+Local,,,,17.44,True,False,False,0a3f84b5efa3c4b1d2d6f44b8593d488,False
359,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,116,58,3,145,2505,495,,17.3,Lateral-torsional+Local,,,,17.3,True,False,False,7c9b7f765badf7e1cb8f51e35f011395,False
360,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,116,58,1,145,3000,,,17.05,Lateral-torsional+Local,,,,17.05,True,False,False,8a6cb5e45e812e6685d0515a9e457183,False
361,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,116,58,1,145,2592,,,16.95,Lateral-torsional+Local,,,,16.95,True,False,False,094e3701ef741971d15a7132b2cb311b,False
362,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,145,72.5,1,145,3000,,,17.31,Lateral-torsional+Local,,,,17.31,True,False,False,45b8b2684ec6c674633f38a517f85b68,False
363,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,145,72.5,3,145,2505,495,,17,Lateral-torsional+Local,,,,17.0,True,False,False,5e3949193432d06b06987eddfa4249c1,False
364,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,362.5,145,72.5,1,145,3000,,,16.79,Lateral-torsional+Local,,,,16.79,True,False,False,4569f04825bf153a0a71a1c7332330d3,False
365,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,362.5,145,72.5,3,145,2613.75,386.25,,16.4,Lateral-torsional+Local,,,,16.4,True,False,False,43f60415e409cfe65620acb92d805d15,False
366,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,145,72.5,1,145,3000,,,15.99,Lateral-torsional+Local,,,,15.99,True,False,False,bf9141d1d5e972e6ac07dfdd3d77aed3,False
367,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,145,72.5,3,145,2722.5,277.5,,15.56,Lateral-torsional+Local,,,,15.56,True,False,False,151c98cab4dcddd5df2bf55e31a72d5f,False
368,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,174,87,1,145,3000,,,15.93,Lateral-torsional+Local,,,,15.93,True,False,False,be4be35294a8566470750a2aa0870f82,False
369,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,174,87,3,145,2592,408,,15.49,Lateral-torsional+Local,,,,15.49,True,False,False,cb8bba0ebdf2b8f24012e4eef253f1a1,False
370,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,174,87,1,145,3000,,,15.03,Lateral-torsional+Local,,,,15.03,True,False,False,103332ffc3b02eb9a410b370558e5ec6,False
371,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,174,87,3,145,2722.5,277.5,,14.63,Lateral-torsional+Local,,,,14.63,True,False,False,eb6ba40bfc4c49967977c0980db5575a,False
372,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,522,174,87,1,145,3000,,,14.26,Lateral-torsional+Local,,,,14.26,True,False,False,bdd95f93fff398856e2d718424eaec71,False
373,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,522,174,87,3,145,2853,147,,13.96,Lateral-torsional+Local,,,,13.96,True,False,False,47faf717b3981dc3fb3e6bb24ab6cd65,False
374,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,192,96,48,1,120,2000,,,13.19,Lateral-torsional+Local,,,,13.19,True,False,False,dbea8d54260120b55ccb167468cfd0a3,False
375,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,1,120,2000,,,12.8,Lateral-torsional+Local,,,,12.8,True,False,False,3a6058d025c067e5a6096f88eb27c737,False
376,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,292,96,48,1,120,2000,,,12.38,Lateral-torsional+Local,,,,12.38,True,False,False,2a073d35b4747a6a661c8b9d5dda6feb,False
377,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,240,120,60,1,120,2000,,,12.6,Lateral-torsional+Local,,,,12.6,True,False,False,35b086c56c1da39f676a89c278f18d32,False
378,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,1,120,2000,,,12.15,Lateral-torsional+Local,,,,12.15,True,False,False,3a6058d025c067e5a6096f88eb27c737,False
379,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,288,144,72,1,120,2000,,,11.66,Lateral-torsional+Local,,,,11.66,True,False,False,59fecd56b78272f1d5e6a484b879111d,False
380,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,360,144,72,1,120,2000,,,12.33,Lateral-torsional+Local,,,,12.33,True,False,False,32aaa2ed42c53faed9459296d9a47a07,False
381,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,432,144,72,1,120,2000,,,11.13,Lateral-torsional+Local,,,,11.13,True,False,False,acad8dbfe68453bbe86deaac24b75ea7,False
382,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,232,116,58,1,145,2000,,,10.59,Lateral-torsional+Local,,,,10.59,True,False,False,4a3b5d46e3e56b67a0534c3407129cca,False
383,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,290,116,58,1,145,2000,,,19.33,Lateral-torsional+Local,,,,19.33,True,False,False,f5814afc550613e91b5d98ff95df50a8,False
384,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,290,145,72.5,1,145,2000,,,18.11,Lateral-torsional+Local,,,,18.11,True,False,False,58a87aa47bf76dabb1dbabb997624f4f,False
385,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,362.5,145,72.5,1,145,2000,,,18.69,Lateral-torsional+Local,,,,18.69,True,False,False,a9c9456452c123728eaef475c3bd517a,False
386,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,348,174,87,1,145,2000,,,18.32,Lateral-torsional+Local,,,,18.32,True,False,False,5a518b3aee9b0e1de4087aca08657ee4,False
387,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,435,174,87,1,145,2000,,,17.64,Lateral-torsional+Local,,,,17.64,True,False,False,fbd1fa24cec5dd06582e6970f5ac1806,False
388,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,522,174,87,1,145,2000,,,17.6,Lateral-torsional+Local,,,,17.6,True,False,False,1661bd3b90b4b91d0c93ee7f1a041f5f,False
389,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,192,96,48,1,120,3000,,,11.92,Lateral-torsional+Local,,,,11.92,True,False,False,c9569ab083fca0d777de5affdb50c53f,False
390,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,192,96,48,3,120,2478,570,,11.74,Lateral-torsional+Local,,,,11.74,True,False,False,e673cac1a62758dc197dc18bc191f946,False
391,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,1,120,3000,,,11.74,Lateral-torsional+Local,,,,11.74,True,False,False,dca14988b4f1fa478dad1bdc7855d8c1,False
392,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,3,120,2430,570,,11.62,Lateral-torsional+Local,,,,11.62,True,False,False,ce18f7262e7c08225218a62d1835e574,False
393,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,96,48,1,120,3048,,,11.56,Lateral-torsional+Local,,,,11.56,True,False,False,963c279579687325cf65d7816d746cda,False
394,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,96,48,3,120,2502,498,,11.38,Lateral-torsional+Local,,,,11.38,True,False,False,7c92c4df9bd7cd02299e19fe67d53071,False
395,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,120,60,3,120,3000,,,11.55,Lateral-torsional+Local,,,,11.55,True,False,False,7a5b9a94283420d8345ade98fccb8343,False
396,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,240,120,60,3,120,2430,570,,11.29,Lateral-torsional+Local,,,,11.29,True,False,False,3f06e4a668e410a05799a101e5c95d37,False
397,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,300,120,60,1,120,3000,,,11.1,Lateral-torsional+Local,,,,11.1,True,False,False,0a0dce3d81eec912054cde6bbc93e2f6,False
398,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,300,120,60,3,120,2520,480,,10.96,Lateral-torsional+Local,,,,10.96,True,False,False,fd64c2006a42e1fe9eafbc7b96757843,False
399,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,120,60,1,120,3000,,,10.61,Lateral-torsional+Local,,,,10.61,True,False,False,6fd7f9f6f4f02162595aa7e4e1dc547e,False
400,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,120,60,3,120,2610,390,,10.35,Lateral-torsional+Local,,,,10.35,True,False,False,fa2f4ff05f6cc78261f9adaf55d8357b,False
401,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,144,72,1,120,3000,,,10.48,Lateral-torsional+Local,,,,10.48,True,False,False,c617f30653fa0f185c22161c0b2a62b0,False
402,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,288,144,72,3,120,2502,498,,10.19,Lateral-torsional+Local,,,,10.19,True,False,False,0bd195310aa0697ac0d23496e708abcc,False
403,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,144,72,1,120,3000,,,9.91,Lateral-torsional+Local,,,,9.91,True,False,False,0c41e698174bd6f8aa4d6c418a25888e,False
404,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,360,144,72,3,120,2610,390,,9.59,Lateral-torsional+Local,,,,9.59,True,False,False,806dd35b8cdadc4f4ba02e0cf8b5a056,False
405,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,432,144,72,1,120,3000,,,9.44,Lateral-torsional+Local,,,,9.44,True,False,False,71571da1f7eb7125db563b7f1600c8ac,False
406,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,432,144,72,3,120,2718,282,,9.19,Lateral-torsional+Local,,,,9.19,True,False,False,aa1c6d696208367d9a2169f48101faff,False
407,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,232,116,58,1,145,3000,,,18.63,Lateral-torsional+Local,,,,18.63,True,False,False,2176bd19b6945c30e88bb85619db4a04,False
408,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,232,116,58,3,145,2418,582,,17.8,Lateral-torsional+Local,,,,17.8,True,False,False,3b584d5cf338a5aa11cc55dc9f21f39f,False
409,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,116,58,1,145,3000,,,17.38,Lateral-torsional+Local,,,,17.38,True,False,False,0a3f84b5efa3c4b1d2d6f44b8593d488,False
410,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,116,58,3,145,2505,495,,17.24,Lateral-torsional+Local,,,,17.24,True,False,False,7c9b7f765badf7e1cb8f51e35f011395,False
411,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,116,58,1,145,3000,,,17.01,Lateral-torsional+Local,,,,17.01,True,False,False,8a6cb5e45e812e6685d0515a9e457183,False
412,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,116,58,1,145,2592,,,16.93,Lateral-torsional+Local,,,,16.93,True,False,False,094e3701ef741971d15a7132b2cb311b,False
413,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,145,72.5,1,145,3000,,,17.26,Lateral-torsional+Local,,,,17.26,True,False,False,45b8b2684ec6c674633f38a517f85b68,False
414,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,290,145,72.5,3,145,2505,495,,16.92,Lateral-torsional+Local,,,,16.92,True,False,False,5e3949193432d06b06987eddfa4249c1,False
415,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,362.5,145,72.5,1,145,3000,,,16.7,Lateral-torsional+Local,,,,16.7,True,False,False,4569f04825bf153a0a71a1c7332330d3,False
416,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,362.5,145,72.5,3,145,2613.75,386.25,,16.28,Lateral-torsional+Local,,,,16.28,True,False,False,43f60415e409cfe65620acb92d805d15,False
417,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,145,72.5,1,145,3000,,,15.89,Lateral-torsional+Local,,,,15.89,True,False,False,bf9141d1d5e972e6ac07dfdd3d77aed3,False
418,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.5-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,145,72.5,3,145,2722.5,277.5,,15.49,Lateral-torsional+Local,,,,15.49,True,False,False,151c98cab4dcddd5df2bf55e31a72d5f,False
419,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,174,87,1,145,3000,,,15.87,Lateral-torsional+Local,,,,15.87,True,False,False,be4be35294a8566470750a2aa0870f82,False
420,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,348,174,87,3,145,2592,408,,15.44,Lateral-torsional+Local,,,,15.44,True,False,False,cb8bba0ebdf2b8f24012e4eef253f1a1,False
421,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,174,87,1,145,3000,,,14.9,Lateral-torsional+Local,,,,14.9,True,False,False,103332ffc3b02eb9a410b370558e5ec6,False
422,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,435,174,87,3,145,2722.5,277.5,,14.52,Lateral-torsional+Local,,,,14.52,True,False,False,eb6ba40bfc4c49967977c0980db5575a,False
423,"Chandramohan et al., 2025",C290-L6000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,522,174,87,1,145,3000,,,14.18,Lateral-torsional+Local,,,,14.18,True,False,False,bdd95f93fff398856e2d718424eaec71,False
424,"Chandramohan et al., 2025",C290-L6000-EEH3-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,6000,290,65,65,15,15,9.6,6.33,elongated,522,174,87,3,145,2853,147,,13.88,Lateral-torsional+Local,,,,13.88,True,False,False,47faf717b3981dc3fb3e6bb24ab6cd65,False
425,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,192,96,48,1,120,2000,,,13.16,Lateral-torsional+Local,,,,13.16,True,False,False,dbea8d54260120b55ccb167468cfd0a3,False
426,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,1,120,2000,,,12.78,Lateral-torsional+Local,,,,12.78,True,False,False,3a6058d025c067e5a6096f88eb27c737,False
427,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.4-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,292,96,48,1,120,2000,,,12.36,Lateral-torsional+Local,,,,12.36,True,False,False,2a073d35b4747a6a661c8b9d5dda6feb,False
428,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,240,120,60,1,120,2000,,,12.58,Lateral-torsional+Local,,,,12.58,True,False,False,35b086c56c1da39f676a89c278f18d32,False
429,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,240,96,48,1,120,2000,,,12.13,Lateral-torsional+Local,,,,12.13,True,False,False,3a6058d025c067e5a6096f88eb27c737,False
430,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,288,144,72,1,120,2000,,,11.65,Lateral-torsional+Local,,,,11.65,True,False,False,59fecd56b78272f1d5e6a484b879111d,False
431,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,360,144,72,1,120,2000,,,12.31,Lateral-torsional+Local,,,,12.31,True,False,False,32aaa2ed42c53faed9459296d9a47a07,False
432,"Chandramohan et al., 2025",C240-L4000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,4000,240,65,65,15,15,9.6,5.49,elongated,432,144,72,1,120,2000,,,11.11,Lateral-torsional+Local,,,,11.11,True,False,False,acad8dbfe68453bbe86deaac24b75ea7,False
433,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,232,116,58,1,145,2000,,,10.52,Lateral-torsional+Local,,,,10.52,True,False,False,4a3b5d46e3e56b67a0534c3407129cca,False
434,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.4-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,290,116,58,1,145,2000,,,19.26,Lateral-torsional+Local,,,,19.26,True,False,False,f5814afc550613e91b5d98ff95df50a8,False
435,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.5-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,290,145,72.5,1,145,2000,,,18.05,Lateral-torsional+Local,,,,18.05,True,False,False,58a87aa47bf76dabb1dbabb997624f4f,False
436,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.5-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,362.5,145,72.5,1,145,2000,,,18.55,Lateral-torsional+Local,,,,18.55,True,False,False,a9c9456452c123728eaef475c3bd517a,False
437,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,348,174,87,1,145,2000,,,18.25,Lateral-torsional+Local,,,,18.25,True,False,False,5a518b3aee9b0e1de4087aca08657ee4,False
438,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B2.5,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,435,174,87,1,145,2000,,,17.58,Lateral-torsional+Local,,,,17.58,True,False,False,fbd1fa24cec5dd06582e6970f5ac1806,False
439,"Chandramohan et al., 2025",C290-L4000-EEH1-D0.6-B3,C,Pinned and roller,four point loading,347,424.6,200000,0.3,2.11,4000,290,65,65,15,15,9.6,6.33,elongated,522,174,87,1,145,2000,,,17.48,Lateral-torsional+Local,,,,17.48,True,False,False,1661bd3b90b4b91d0c93ee7f1a041f5f,False
440,"Chandramohan et al., 2025",C240-L6000-EEH1-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,192,96,48,1,120,3000,,,11.9,Lateral-torsional+Local,,,,11.9,True,False,False,c9569ab083fca0d777de5affdb50c53f,False
441,"Chandramohan et al., 2025",C240-L6000-EEH3-D0.4-B2,C,Pinned and roller,four point loading,347,424.6,200000,0.3,1.83,6000,240,65,65,15,15,9.6,5.49,elongated,192,96,48,3,120,2478,570,,11.72,Lateral-torsional+Local,,,,11.72,True,False,False,e673cac1a62758dc197dc18bc191f946,False
